Species,Date,Colony,planula.number,Length,Width,Notes
P. astreoides,20180710,P-15-B,3,0.472,0.458,
P. astreoides,20180710,P-15-B,4,0.697,0.686,
P. astreoides,20180710,P-15-B,5,0.529,0.529,
P. astreoides,20180710,P-15-B,6,0.631,0.66,
P. astreoides,20180710,P-15-B,7,0.571,0.557,
P. astreoides,20180710,P-15-B,8,0.82,0.818,
P. astreoides,20180710,P-15-B,9,0.725,0.72,
P. astreoides,20180710,P-15-B,10,0.666,0.684,
P. astreoides,20180710,R-7-B,1,0.838,0.809,
P. astreoides,20180710,R-7-B,2,0.899,0.868,
P. astreoides,20180710,R-7-B,3,0.872,0.852,
P. astreoides,20180710,R-7-B,4,0.81,0.751,
P. astreoides,20180710,R-7-B,5,0.99,0.9,
P. astreoides,20180710,R-7-B,6,0.702,0.639,
P. astreoides,20180710,R-7-B,7,0.824,0.804,
P. astreoides,20180710,R-7-B,8,0.898,0.847,
P. astreoides,20180710,R-7-B,9,0.731,0.701,
P. astreoides,20180710,R-7-B,10,0.831,0.712,
P. astreoides,20180710,P-19-B,1,0.57,0.559,
P. astreoides,20180710,P-19-B,2,0.679,0.618,
P. astreoides,20180710,P-19-B,3,0.868,0.818,
P. astreoides,20180710,P-19-B,4,0.561,0.549,
P. astreoides,20180710,P-19-B,5,0.717,0.688,
P. astreoides,20180710,P-19-B,6,0.717,0.708,
P. astreoides,20180710,P-19-B,7,0.516,0.419,
P. astreoides,20180710,P-19-B,8,0.639,0.608,
P. astreoides,20180710,P-19-B,9,0.803,0.757,
P. astreoides,20180710,P-19-B,10,0.627,0.622,
P. astreoides,20180710,P-10-A,1,0.7,0.666,
P. astreoides,20180710,P-10-A,2,0.74,0.7,
P. astreoides,20180710,P-10-A,3,0.583,0.577,
P. astreoides,20180710,P-10-A,4,0.673,0.614,
P. astreoides,20180710,P-10-A,5,0.824,0.747,
P. astreoides,20180710,P-10-A,6,0.773,0.685,
P. astreoides,20180710,P-10-A,7,0.659,0.535,
P. astreoides,20180710,P-10-A,8,0.887,0.729,
P. astreoides,20180710,P-10-A,9,0.755,0.554,
P. astreoides,20180710,P-10-A,10,0.723,0.527,
P. astreoides,20180710,P-10-B,1,0.72,0.631,
P. astreoides,20180710,P-10-B,2,0.685,0.681,
P. astreoides,20180710,P-10-B,3,0.843,0.815,
P. astreoides,20180710,P-10-B,4,0.633,0.596,
P. astreoides,20180710,P-10-B,5,0.587,0.568,
P. astreoides,20180710,P-10-B,6,0.666,0.589,
P. astreoides,20180710,P-10-B,7,0.648,0.647,
P. astreoides,20180710,P-10-B,8,0.621,0.619,
P. astreoides,20180710,P-10-B,9,0.591,0.563,
P. astreoides,20180710,P-10-B,10,0.669,0.637,
P. astreoides,20180710,P-9-A,1,0.73,0.713,
P. astreoides,20180710,P-9-A,2,0.679,0.611,
P. astreoides,20180710,P-9-A,3,0.886,0.789,
P. astreoides,20180710,P-9-A,4,0.852,0.793,
P. astreoides,20180710,P-9-A,5,0.646,0.611,
P. astreoides,20180710,P-9-A,6,0.776,0.554,
P. astreoides,20180710,P-9-A,7,0.927,0.908,
P. astreoides,20180710,P-9-A,8,0.88,0.754,
P. astreoides,20180710,P-9-A,9,0.783,0.701,
P. astreoides,20180710,P-9-A,10,0.63,0.574,
P. astreoides,20180710,R-7-A,1,0.711,0.704,
P. astreoides,20180710,R-7-A,2,0.675,0.617,
P. astreoides,20180710,R-7-A,3,0.677,0.547,
P. astreoides,20180710,R-7-A,4,1.059,0.746,
P. astreoides,20180710,R-7-A,5,0.577,0.472,
P. astreoides,20180710,R-7-A,6,1.163,0.922,
P. astreoides,20180710,R-7-A,7,0.729,0.582,
P. astreoides,20180710,R-7-A,8,0.601,0.572,
P. astreoides,20180710,R-7-A,9,0.759,0.711,
P. astreoides,20180710,R-7-A,10,0.846,0.738,
P. astreoides,20180710,P-12-B,1,0.633,0.631,
P. astreoides,20180710,P-12-B,2,0.704,0.683,
P. astreoides,20180710,P-12-B,3,0.663,0.617,
P. astreoides,20180710,P-12-B,4,0.649,0.634,
P. astreoides,20180710,P-12-B,5,0.705,0.678,
P. astreoides,20180710,P-12-B,6,0.649,0.648,
P. astreoides,20180710,P-12-B,7,0.723,0.698,
P. astreoides,20180710,P-12-B,8,0.659,0.669,
P. astreoides,20180710,P-12-B,9,0.744,0.73,
P. astreoides,20180710,P-12-B,10,0.657,0.597,
P. astreoides,20180710,R-11-B,1,0.636,0.625,
P. astreoides,20180710,R-11-B,2,0.666,0.631,
P. astreoides,20180710,R-11-B,3,0.711,0.652,
P. astreoides,20180710,R-11-B,4,0.672,0.634,
P. astreoides,20180710,R-11-B,5,0.754,0.747,
P. astreoides,20180710,R-11-B,6,0.806,0.794,
P. astreoides,20180710,R-11-B,7,0.702,0.643,
P. astreoides,20180710,R-11-B,8,0.667,0.651,
P. astreoides,20180710,R-11-B,9,0.785,0.735,
P. astreoides,20180710,R-11-B,10,0.744,0.716,
P. astreoides,20180710,P-4-A,1,0.647,0.617,
P. astreoides,20180710,P-4-A,2,0.805,0.789,
P. astreoides,20180710,P-4-A,3,0.715,0.676,
P. astreoides,20180710,P-4-A,4,0.807,0.73,
P. astreoides,20180710,P-4-A,5,0.767,0.742,
P. astreoides,20180710,P-4-A,6,0.64,0.593,
P. astreoides,20180710,P-4-A,7,0.717,0.619,
P. astreoides,20180710,P-4-A,8,0.774,0.773,
P. astreoides,20180710,P-4-A,9,0.644,0.547,
P. astreoides,20180710,P-4-A,10,0.798,0.676,
P. astreoides,20180710,R-18-B,1,0.738,0.672,
P. astreoides,20180710,R-18-B,2,0.862,0.753,
P. astreoides,20180710,R-18-B,3,0.78,0.712,
P. astreoides,20180710,R-18-B,4,0.64,0.631,
P. astreoides,20180710,R-18-B,5,0.888,0.869,
P. astreoides,20180710,R-18-B,6,0.714,0.706,
P. astreoides,20180710,R-18-B,7,0.889,0.882,
P. astreoides,20180710,R-18-B,8,0.726,0.686,
P. astreoides,20180710,R-18-B,9,0.882,0.832,
P. astreoides,20180710,R-18-B,10,0.677,0.69,
P. astreoides,20180710,P-6-A,1,0.672,0.649,
P. astreoides,20180710,P-6-A,2,0.716,0.585,
P. astreoides,20180710,P-6-A,3,0.732,0.707,
P. astreoides,20180710,P-6-A,4,0.811,0.806,
P. astreoides,20180710,P-6-A,5,0.639,0.583,
P. astreoides,20180710,P-6-A,6,0.731,0.67,
P. astreoides,20180710,P-6-A,7,0.664,0.52,
P. astreoides,20180710,P-6-A,8,0.827,0.814,
P. astreoides,20180710,P-6-A,9,0.706,0.702,
P. astreoides,20180710,P-6-A,10,0.707,0.645,
P. astreoides,20180710,P-16-A,1,0.72,0.619,
P. astreoides,20180710,P-16-A,2,0.635,0.629,
P. astreoides,20180710,P-16-A,3,0.823,0.707,
P. astreoides,20180710,P-16-A,4,0.835,0.766,
P. astreoides,20180710,P-16-A,5,0.825,0.817,
P. astreoides,20180710,P-16-A,6,0.747,0.605,
P. astreoides,20180710,P-16-A,7,0.903,0.865,
P. astreoides,20180710,P-16-A,8,0.739,0.608,
P. astreoides,20180710,P-16-A,9,0.677,0.621,
P. astreoides,20180710,P-16-A,10,0.643,0.665,
P. astreoides,20180711,R-15-A,1,1.218,1.028,
P. astreoides,20180711,R-15-A,2,1.146,1.088,
P. astreoides,20180711,R-15-A,3,1.062,0.979,
P. astreoides,20180711,R-15-A,4,1.03,0.864,
P. astreoides,20180711,R-15-A,5,0.967,0.833,
P. astreoides,20180711,R-15-A,6,1.118,1.002,
P. astreoides,20180711,R-15-A,7,0.96,0.957,
P. astreoides,20180711,R-15-A,8,1.188,1.063,
P. astreoides,20180711,R-15-A,9,0.889,0.87,
P. astreoides,20180711,R-15-A,10,1.026,0.953,
P. astreoides,20180711,P-16-B,1,0.613,0.612,
P. astreoides,20180711,P-16-B,2,0.685,0.682,
P. astreoides,20180711,P-16-B,3,0.856,0.851,
P. astreoides,20180711,P-16-B,4,0.724,0.703,
P. astreoides,20180711,P-16-B,5,0.625,0.56,
P. astreoides,20180711,P-16-B,6,0.714,0.701,
P. astreoides,20180711,P-16-B,7,0.706,0.703,
P. astreoides,20180711,P-16-B,8,0.83,0.817,
P. astreoides,20180711,P-16-B,9,0.773,0.743,
P. astreoides,20180711,P-16-B,10,0.767,0.753,
P. astreoides,20180711,P-6-B,1,0.783,0.758,
P. astreoides,20180711,P-6-B,2,0.63,0.627,
P. astreoides,20180711,P-6-B,3,0.752,0.716,
P. astreoides,20180711,P-6-B,4,0.784,0.706,
P. astreoides,20180711,P-6-B,5,0.662,0.614,
P. astreoides,20180711,P-6-B,6,0.737,0.588,
P. astreoides,20180711,P-6-B,7,0.781,0.617,
P. astreoides,20180711,P-6-B,8,0.856,0.827,
P. astreoides,20180711,P-6-B,9,0.749,0.707,
P. astreoides,20180711,P-6-B,10,0.705,0.675,
P. astreoides,20180711,P-19-B,1,0.726,0.633,
P. astreoides,20180711,P-19-B,2,0.685,0.673,
P. astreoides,20180711,P-19-B,3,0.797,0.748,
P. astreoides,20180711,P-19-B,4,0.773,0.665,
P. astreoides,20180711,P-19-B,5,0.771,0.769,
P. astreoides,20180711,P-19-B,6,0.85,0.801,
P. astreoides,20180711,P-19-B,7,0.655,0.636,
P. astreoides,20180711,P-19-B,8,0.739,0.755,
P. astreoides,20180711,P-19-B,9,0.781,0.702,
P. astreoides,20180711,P-19-B,10,0.685,0.606,
P. astreoides,20180711,P-9-A,1,0.932,0.918,
P. astreoides,20180711,P-9-A,2,0.706,0.657,
P. astreoides,20180711,P-9-A,3,0.82,0.801,
P. astreoides,20180711,P-9-A,4,0.831,0.808,
P. astreoides,20180711,P-9-A,5,0.749,0.737,
P. astreoides,20180711,P-9-A,6,0.688,0.628,
P. astreoides,20180711,P-9-A,7,0.805,0.798,
P. astreoides,20180711,P-9-A,8,0.488,0.467,
P. astreoides,20180711,P-9-A,9,0.771,0.742,
P. astreoides,20180711,P-9-A,10,0.76,0.755,
P. astreoides,20180711,R-9-B,1,0.78,0.759,
P. astreoides,20180711,R-9-B,2,0.787,0.784,
P. astreoides,20180711,R-9-B,3,0.905,0.888,
P. astreoides,20180711,R-9-B,4,0.861,0.945,
P. astreoides,20180711,R-9-B,5,0.813,0.797,
P. astreoides,20180711,R-9-B,6,0.833,0.799,
P. astreoides,20180711,R-9-B,7,0.727,0.623,
P. astreoides,20180711,R-9-B,8,0.829,0.781,
P. astreoides,20180711,R-9-B,9,0.829,0.8,
P. astreoides,20180711,R-9-B,10,0.841,0.835,
P. astreoides,20180711,P-16-A,1,0.701,0.696,
P. astreoides,20180711,P-16-A,2,0.66,0.608,
P. astreoides,20180711,P-16-A,3,0.577,0.5,
P. astreoides,20180711,P-16-A,4,0.674,0.646,
P. astreoides,20180711,P-16-A,5,0.677,0.656,
P. astreoides,20180711,P-16-A,6,0.699,0.662,
P. astreoides,20180711,P-16-A,7,0.63,0.584,
P. astreoides,20180711,P-16-A,8,0.692,0.541,
P. astreoides,20180711,P-16-A,9,0.768,0.756,
P. astreoides,20180711,P-16-A,10,0.701,0.657,
P. astreoides,20180711,P-12-A,1,0.627,0.616,
P. astreoides,20180711,P-12-A,2,0.621,0.547,
P. astreoides,20180711,P-12-A,3,0.727,0.694,
P. astreoides,20180711,P-12-A,4,0.658,0.603,
P. astreoides,20180711,P-12-A,5,0.686,0.664,
P. astreoides,20180711,P-12-A,6,0.682,0.672,
P. astreoides,20180711,P-12-A,7,0.711,0.622,
P. astreoides,20180711,P-12-A,8,0.75,0.668,
P. astreoides,20180711,P-12-A,9,0.914,0.871,
P. astreoides,20180711,P-12-A,10,0.694,0.61,
P. astreoides,20180711,P-10-B,1,0.788,0.687,
P. astreoides,20180711,P-10-B,2,0.794,0.791,
P. astreoides,20180711,P-10-B,3,0.715,0.664,
P. astreoides,20180711,P-10-B,4,0.633,0.562,
P. astreoides,20180711,P-10-B,5,0.687,0.678,
P. astreoides,20180711,P-10-B,6,0.688,0.685,
P. astreoides,20180711,P-10-B,7,0.808,0.668,
P. astreoides,20180711,P-10-B,8,0.913,0.872,
P. astreoides,20180711,P-10-B,9,0.854,0.704,
P. astreoides,20180711,P-10-B,10,0.682,0.467,
P. astreoides,20180711,R-9-A,1,0.826,0.783,
P. astreoides,20180711,R-9-A,2,0.814,0.747,
P. astreoides,20180711,R-9-A,3,0.716,0.634,
P. astreoides,20180711,R-9-A,4,0.745,0.703,
P. astreoides,20180711,R-9-A,5,0.816,0.811,
P. astreoides,20180711,R-9-A,6,0.658,0.635,
P. astreoides,20180711,R-9-A,7,0.874,0.808,
P. astreoides,20180711,R-9-A,8,0.651,0.669,
P. astreoides,20180711,R-9-A,9,0.739,0.732,
P. astreoides,20180711,R-9-A,10,0.691,0.632,
P. astreoides,20180711,P-19-A,1,0.765,0.705,
P. astreoides,20180711,P-19-A,2,0.725,0.68,
P. astreoides,20180711,P-19-A,3,0.86,0.767,
P. astreoides,20180711,P-19-A,4,0.744,0.668,
P. astreoides,20180711,P-19-A,5,0.702,0.606,
P. astreoides,20180711,P-19-A,6,0.699,0.65,
P. astreoides,20180711,P-19-A,7,0.918,0.831,
P. astreoides,20180711,P-19-A,8,0.801,0.647,
P. astreoides,20180711,P-19-A,9,0.813,0.8,
P. astreoides,20180711,P-19-A,10,0.74,0.716,
P. astreoides,20180711,P-12-B,1,0.524,0.515,
P. astreoides,20180711,P-12-B,2,0.621,0.615,
P. astreoides,20180711,P-12-B,3,0.649,0.629,
P. astreoides,20180711,P-12-B,4,0.594,0.577,
P. astreoides,20180711,P-12-B,5,0.801,0.481,
P. astreoides,20180711,P-12-B,6,0.658,0.626,
P. astreoides,20180711,P-12-B,7,0.585,0.56,
P. astreoides,20180711,P-12-B,8,0.605,0.544,
P. astreoides,20180711,P-12-B,9,0.336,0.335,
P. astreoides,20180711,R-8-A,1,0.918,0.886,
P. astreoides,20180711,R-8-A,2,0.851,0.847,
P. astreoides,20180711,R-8-A,3,0.838,0.816,
P. astreoides,20180711,R-8-A,4,0.87,0.842,
P. astreoides,20180711,R-8-A,5,0.752,0.731,
P. astreoides,20180711,R-8-A,6,1.042,1.038,
P. astreoides,20180711,R-8-A,7,0.839,0.792,
P. astreoides,20180711,R-8-A,8,0.845,0.817,
P. astreoides,20180711,R-8-A,9,0.826,0.772,
P. astreoides,20180711,R-8-A,10,0.907,0.888,
P. astreoides,20180711,R-15-B,1,0.668,0.647,
P. astreoides,20180711,R-15-B,2,0.848,0.805,
P. astreoides,20180711,R-15-B,3,0.984,0.981,
P. astreoides,20180711,R-15-B,4,0.948,0.915,
P. astreoides,20180711,R-15-B,5,0.778,0.767,
P. astreoides,20180711,R-15-B,6,0.82,0.773,
P. astreoides,20180711,R-15-B,7,0.731,0.729,
P. astreoides,20180711,R-15-B,8,1.066,1.031,
P. astreoides,20180711,R-15-B,9,0.837,0.825,
P. astreoides,20180711,R-15-B,10,0.75,0.72,
P. astreoides,20180711,R-7-A,1,0.833,0.725,
P. astreoides,20180711,R-7-A,2,0.794,0.622,
P. astreoides,20180711,R-7-A,3,0.889,0.677,
P. astreoides,20180711,R-7-A,4,0.821,0.706,
P. astreoides,20180711,R-7-A,5,1.032,0.812,
P. astreoides,20180711,R-7-A,6,0.858,0.832,
P. astreoides,20180711,R-7-A,7,0.799,0.762,
P. astreoides,20180711,R-7-A,8,0.837,0.807,
P. astreoides,20180711,R-7-A,9,0.829,0.623,
P. astreoides,20180711,R-7-A,10,0.76,0.73,
P. astreoides,20180711,P-14-B,1,0.546,0.453,
P. astreoides,20180711,P-14-B,2,0.75,0.739,
P. astreoides,20180711,P-14-B,3,0.597,0.549,
P. astreoides,20180711,P-14-B,4,0.71,0.7,
P. astreoides,20180711,P-14-B,5,0.777,0.731,
P. astreoides,20180711,P-14-B,6,0.689,0.656,
P. astreoides,20180711,P-14-B,7,0.817,0.779,
P. astreoides,20180711,P-14-B,8,0.76,0.69,
P. astreoides,20180711,P-14-B,9,0.719,0.664,
P. astreoides,20180711,P-14-B,10,0.83,0.763,
P. astreoides,20180711,P-14-B,11,0.692,0.675,
P. astreoides,20180711,R-19-B,1,0.903,0.703,
P. astreoides,20180711,R-19-B,2,0.835,0.81,
P. astreoides,20180711,R-19-B,3,1.036,0.999,
P. astreoides,20180711,R-19-B,4,0.838,0.714,
P. astreoides,20180711,R-19-B,5,0.887,0.855,
P. astreoides,20180711,R-19-B,6,0.805,0.782,
P. astreoides,20180711,R-19-B,7,0.934,0.934,
P. astreoides,20180711,R-19-B,8,1.002,0.988,
P. astreoides,20180711,R-19-B,9,0.951,0.851,
P. astreoides,20180711,R-19-B,10,0.902,0.865,
P. astreoides,20180711,R-8-B,1,0.729,0.718,
P. astreoides,20180711,R-8-B,2,0.78,0.738,
P. astreoides,20180711,R-8-B,3,0.828,0.754,
P. astreoides,20180711,R-8-B,4,0.789,0.78,
P. astreoides,20180711,R-8-B,5,0.807,0.799,
P. astreoides,20180711,R-8-B,6,0.751,0.695,
P. astreoides,20180711,R-8-B,7,0.808,0.789,
P. astreoides,20180711,R-8-B,8,0.782,0.756,
P. astreoides,20180711,R-8-B,9,0.771,0.745,
P. astreoides,20180711,R-8-B,10,0.668,0.665,
P. astreoides,20180711,R-14-B,1,1.228,1.034,
P. astreoides,20180711,R-14-B,2,1.056,0.969,
P. astreoides,20180711,R-14-B,3,0.836,0.759,
P. astreoides,20180711,R-14-B,4,0.971,0.886,
P. astreoides,20180711,R-14-B,5,0.975,0.875,
P. astreoides,20180711,R-14-B,6,0.845,0.843,
P. astreoides,20180711,R-14-B,7,0.992,0.827,
P. astreoides,20180711,R-14-B,8,1.022,0.831,
P. astreoides,20180711,R-14-B,9,1.015,0.885,
P. astreoides,20180711,R-14-B,10,0.95,0.781,
P. astreoides,20180711,R-7-B,1,0.934,0.764,
P. astreoides,20180711,R-7-B,2,0.813,0.655,
P. astreoides,20180711,R-7-B,3,1.007,0.646,
P. astreoides,20180711,R-7-B,4,0.893,0.695,
P. astreoides,20180711,R-7-B,5,0.879,0.763,
P. astreoides,20180711,R-7-B,6,0.958,0.906,
P. astreoides,20180711,R-7-B,7,0.906,0.661,
P. astreoides,20180711,R-7-B,8,0.99,0.829,
P. astreoides,20180711,R-7-B,9,0.88,0.799,
P. astreoides,20180711,R-7-B,10,0.857,0.71,
P. astreoides,20180711,P-4-A,1,0.69,0.682,
P. astreoides,20180711,P-4-A,2,0.738,0.72,
P. astreoides,20180711,P-4-A,3,0.769,0.706,
P. astreoides,20180711,P-4-A,4,0.841,0.821,
P. astreoides,20180711,P-4-A,5,0.708,0.6,
P. astreoides,20180711,P-4-A,6,0.612,0.59,
P. astreoides,20180711,P-4-A,7,0.662,0.659,
P. astreoides,20180711,P-4-A,8,0.713,0.601,
P. astreoides,20180711,P-4-A,9,0.715,0.701,
P. astreoides,20180711,P-4-A,10,0.718,0.708,
P. astreoides,20180711,R-19-A,1,0.843,0.819,
P. astreoides,20180711,R-19-A,2,1.056,0.974,
P. astreoides,20180711,R-19-A,3,0.942,0.87,
P. astreoides,20180711,R-19-A,4,1.011,0.984,
P. astreoides,20180711,R-19-A,5,0.905,0.798,
P. astreoides,20180711,R-19-A,6,0.55,0.545,
P. astreoides,20180711,R-19-A,7,0.92,0.911,
P. astreoides,20180711,R-19-A,8,1.029,0.908,
P. astreoides,20180711,R-19-A,9,0.949,0.939,
P. astreoides,20180711,R-19-A,10,0.906,0.872,
P. astreoides,20180711,R-19-A,11,0.978,0.904,
P. astreoides,20180711,P-15-B,1,0.745,0.713,
P. astreoides,20180711,P-15-B,2,0.703,0.691,
P. astreoides,20180711,P-15-B,3,0.677,0.645,
P. astreoides,20180711,P-15-B,4,0.559,0.541,
P. astreoides,20180711,P-15-B,5,0.586,0.509,
P. astreoides,20180711,P-15-B,6,0.445,0.332,
P. astreoides,20180711,P-15-B,7,0.727,0.619,
P. astreoides,20180711,P-15-B,8,0.821,0.815,
P. astreoides,20180711,P-15-B,9,0.675,0.599,
P. astreoides,20180711,P-15-B,10,0.565,0.546,
P. astreoides,20180711,P-15-B,11,0.767,0.734,
P. astreoides,20180711,P-10-A,1,1.042,0.745,disintegrated
P. astreoides,20180711,P-10-A,2,0.846,0.805,disintegrated
P. astreoides,20180711,P-10-A,3,0.937,0.797,disintegrated
P. astreoides,20180711,P-10-A,4,0.88,0.865,disintegrated
P. astreoides,20180711,P-10-A,5,0.851,0.791,disintegrated
P. astreoides,20180711,P-10-A,6,1.05,0.968,disintegrated
P. astreoides,20180711,P-10-A,7,0.845,0.746,disintegrated
P. astreoides,20180711,P-10-A,8,0.88,0.742,disintegrated
P. astreoides,20180711,P-10-A,9,0.831,0.685,disintegrated
P. astreoides,20180711,P-10-A,10,0.843,0.678,disintegrated
P. astreoides,20180712,R-15-A,1,1.382,1.173,
P. astreoides,20180712,R-15-A,2,1.299,1.007,
P. astreoides,20180712,R-15-A,3,1.302,1.116,
P. astreoides,20180712,R-15-A,4,1.388,1.143,
P. astreoides,20180712,R-15-A,5,1.507,0.92,
P. astreoides,20180712,R-15-A,6,1.305,0.963,
P. astreoides,20180712,R-15-A,7,1.189,1.118,
P. astreoides,20180712,R-15-A,8,1.436,0.907,
P. astreoides,20180712,R-15-A,9,1.222,1.113,
P. astreoides,20180712,R-15-A,10,1.303,1.003,
P. astreoides,20180712,P-14-B,1,0.686,0.621,
P. astreoides,20180712,P-14-B,2,0.676,0.519,
P. astreoides,20180712,P-14-B,3,0.803,0.652,
P. astreoides,20180712,P-14-B,4,0.669,0.637,
P. astreoides,20180712,P-14-B,5,0.71,0.634,
P. astreoides,20180712,P-14-B,6,0.627,0.546,
P. astreoides,20180712,P-14-B,7,0.648,0.603,
P. astreoides,20180712,P-14-B,8,0.687,0.644,
P. astreoides,20180712,P-14-B,9,0.863,0.58,
P. astreoides,20180712,P-14-B,10,0.636,0.635,
P. astreoides,20180712,P-15-B,1,0.725,0.6,
P. astreoides,20180712,P-15-B,2,0.748,0.675,
P. astreoides,20180712,P-15-B,3,0.635,0.601,
P. astreoides,20180712,P-15-B,4,0.685,0.678,
P. astreoides,20180712,P-15-B,5,0.708,0.66,
P. astreoides,20180712,P-15-B,6,0.652,0.586,
P. astreoides,20180712,P-15-B,7,0.629,0.588,
P. astreoides,20180712,P-15-B,8,0.665,0.622,
P. astreoides,20180712,P-15-B,9,0.607,0.443,
P. astreoides,20180712,P-15-B,10,0.773,0.652,
P. astreoides,20180712,P-19-B,1,1.035,0.863,
P. astreoides,20180712,P-19-B,2,0.894,0.716,
P. astreoides,20180712,P-19-B,3,0.881,0.729,
P. astreoides,20180712,P-19-B,4,0.954,0.713,
P. astreoides,20180712,P-19-B,5,0.931,0.864,
P. astreoides,20180712,P-19-B,6,0.872,0.657,
P. astreoides,20180712,P-19-B,7,0.902,0.784,
P. astreoides,20180712,P-19-B,8,0.942,0.939,
P. astreoides,20180712,P-19-B,9,0.934,0.886,
P. astreoides,20180712,P-19-B,10,0.992,0.78,
P. astreoides,20180712,R-9-B,1,0.663,0.662,
P. astreoides,20180712,R-9-B,2,0.877,0.871,
P. astreoides,20180712,R-9-B,3,0.808,0.764,
P. astreoides,20180712,R-9-B,4,0.715,0.659,
P. astreoides,20180712,R-9-B,5,0.706,0.426,
P. astreoides,20180712,R-9-B,6,0.778,0.587,
P. astreoides,20180712,R-9-B,7,0.745,0.728,
P. astreoides,20180712,R-9-B,8,0.748,0.533,
P. astreoides,20180712,R-9-B,9,0.634,0.605,
P. astreoides,20180712,P-10-A,1,1.02,0.583,
P. astreoides,20180712,P-10-A,2,0.754,0.622,
P. astreoides,20180712,P-10-A,3,0.915,0.75,
P. astreoides,20180712,P-10-A,4,0.752,0.722,
P. astreoides,20180712,P-10-A,5,0.569,0.451,
P. astreoides,20180712,P-10-A,6,0.925,0.702,
P. astreoides,20180712,P-10-A,7,0.938,0.671,
P. astreoides,20180712,P-10-A,8,0.71,0.653,
P. astreoides,20180712,P-10-A,9,0.758,0.615,
P. astreoides,20180712,P-10-A,10,0.794,0.612,
P. astreoides,20180712,P-12-A,1,0.702,0.696,
P. astreoides,20180712,P-12-A,2,0.715,0.444,
P. astreoides,20180712,P-12-A,3,0.859,0.525,
P. astreoides,20180712,P-12-A,4,0.785,0.533,
P. astreoides,20180712,P-12-A,5,0.745,0.61,
P. astreoides,20180712,P-12-A,6,0.877,0.516,
P. astreoides,20180712,P-12-A,7,0.863,0.568,
P. astreoides,20180712,P-12-A,8,0.656,0.648,
P. astreoides,20180712,P-12-A,9,0.777,0.65,
P. astreoides,20180712,P-12-A,10,0.849,0.753,
P. astreoides,20180712,R-19-B,1,1.034,0.936,
P. astreoides,20180712,R-19-B,2,1.037,0.844,
P. astreoides,20180712,R-19-B,3,0.94,0.617,
P. astreoides,20180712,R-19-B,4,0.715,0.641,
P. astreoides,20180712,R-19-B,5,1.035,0.846,
P. astreoides,20180712,R-19-B,6,0.849,0.615,
P. astreoides,20180712,R-19-B,7,0.769,0.759,
P. astreoides,20180712,R-19-B,8,1.008,0.815,
P. astreoides,20180712,R-19-B,9,0.881,0.818,
P. astreoides,20180712,R-19-B,10,0.864,0.817,
P. astreoides,20180712,R-7-B,1,0.911,0.889,
P. astreoides,20180712,R-7-B,2,0.923,0.884,
P. astreoides,20180712,R-7-B,3,0.871,0.863,
P. astreoides,20180712,R-7-B,4,0.842,0.828,
P. astreoides,20180712,R-7-B,5,0.764,0.755,
P. astreoides,20180712,R-7-B,6,1.033,0.917,
P. astreoides,20180712,R-7-B,7,0.945,0.941,
P. astreoides,20180712,R-7-B,8,0.938,0.779,
P. astreoides,20180712,R-7-B,9,0.971,0.898,
P. astreoides,20180712,R-7-B,10,0.94,0.809,
P. astreoides,20180712,R-8-A,1,0.879,0.731,
P. astreoides,20180712,R-8-A,2,0.993,0.973,
P. astreoides,20180712,R-8-A,3,0.885,0.64,
P. astreoides,20180712,R-8-A,4,0.902,0.788,
P. astreoides,20180712,R-8-A,5,1.044,0.915,
P. astreoides,20180712,R-8-A,6,0.827,0.627,
P. astreoides,20180712,R-8-A,7,1.027,0.974,
P. astreoides,20180712,R-8-A,8,0.901,0.882,
P. astreoides,20180712,R-8-A,9,0.983,0.942,
P. astreoides,20180712,R-8-A,10,0.883,0.654,
P. astreoides,20180712,R-14-B,1,1.138,0.915,
P. astreoides,20180712,R-14-B,2,1.12,0.906,
P. astreoides,20180712,R-14-B,3,0.874,0.815,
P. astreoides,20180712,R-14-B,4,0.986,0.611,
P. astreoides,20180712,R-14-B,5,1.127,1.047,
P. astreoides,20180712,R-14-B,6,0.851,0.757,
P. astreoides,20180712,R-14-B,7,1.053,0.886,
P. astreoides,20180712,R-14-B,8,1.006,0.913,
P. astreoides,20180712,P-10-B,1,0.877,0.711,
P. astreoides,20180712,P-10-B,2,0.864,0.682,
P. astreoides,20180712,P-10-B,3,0.743,0.7,
P. astreoides,20180712,P-10-B,4,0.828,0.764,
P. astreoides,20180712,P-10-B,5,0.693,0.617,
P. astreoides,20180712,P-10-B,6,0.788,0.499,
P. astreoides,20180712,P-10-B,7,0.746,0.566,
P. astreoides,20180712,P-10-B,8,0.823,0.589,
P. astreoides,20180712,P-10-B,9,0.828,0.8,
P. astreoides,20180712,R-9-A,1,0.902,0.683,
P. astreoides,20180712,R-9-A,2,0.779,0.728,
P. astreoides,20180712,R-9-A,3,0.785,0.559,
P. astreoides,20180712,R-9-A,4,1.006,0.622,
P. astreoides,20180712,R-9-A,5,0.885,0.635,
P. astreoides,20180712,R-9-A,6,0.935,0.659,
P. astreoides,20180712,R-9-A,7,0.837,0.737,
P. astreoides,20180712,R-9-A,8,0.875,0.858,
P. astreoides,20180712,R-9-A,9,0.797,0.777,
P. astreoides,20180712,R-9-A,10,0.899,0.885,
P. astreoides,20180712,R-8-B,1,1.005,0.888,
