"","gene","GO_ID","adj.pval.Origin","adj.pval.Treatment","adj.pval.LifeStage","adj.pval.Origin_x_Treatment","adj.pval.Origin_x_LifeStage","adj.pval.Treatment_x_LifeStage","adj.pval.Origin_x_Treatment_x_LifeStage","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect","direction"
"105","Pastreoides47627","GO:0009263",9.4032645035381e-74,1.9281024239308e-22,6.37044846914834e-39,1.35152776360905e-05,5.89062483061552e-08,0.073766842180186,0.600549015657336,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"106","Pastreoides47627","GO:0009263",9.4032645035381e-74,1.9281024239308e-22,6.37044846914834e-39,1.35152776360905e-05,5.89062483061552e-08,0.073766842180186,0.600549015657336,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"107","Pastreoides47627","GO:0009263",9.4032645035381e-74,1.9281024239308e-22,6.37044846914834e-39,1.35152776360905e-05,5.89062483061552e-08,0.073766842180186,0.600549015657336,0.0457372794494222,0.993534772149377,3,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Larvae"
"108","Pastreoides48451","GO:0006886",7.79200760303862e-06,0.0657452524883508,2.10375256730617e-08,0.00480127980104586,0.562665235737027,0.163521984592484,0.00888006614268659,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"109","Pastreoides49046","GO:0015074",1.43327035110833e-86,9.55318148418319e-12,1.07906960979069e-41,5.85713439264749e-23,0.979225049557765,0.484970000063677,0.5047455370425,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"110","Pastreoides49046","GO:0015074",1.43327035110833e-86,9.55318148418319e-12,1.07906960979069e-41,5.85713439264749e-23,0.979225049557765,0.484970000063677,0.5047455370425,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"111","Pastreoides49184","GO:0015074",1.07087606386866e-47,6.3753716549054e-23,0.0449875716746968,0.000984909466635171,0.830942346006611,0.703156488845633,0.333801438492573,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"112","Pastreoides49184","GO:0044260",1.07087606386866e-47,6.3753716549054e-23,0.0449875716746968,0.000984909466635171,0.830942346006611,0.703156488845633,0.333801438492573,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"113","Pastreoides49184","GO:0015074",1.07087606386866e-47,6.3753716549054e-23,0.0449875716746968,0.000984909466635171,0.830942346006611,0.703156488845633,0.333801438492573,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"114","Pastreoides49184","GO:0044260",1.07087606386866e-47,6.3753716549054e-23,0.0449875716746968,0.000984909466635171,0.830942346006611,0.703156488845633,0.333801438492573,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"115","Pastreoides51790","GO:0006886",0.000966576064220081,0.392859964934598,0.0430716169155113,0.772889731791401,0.516617707445107,0.987097144666892,0.93386563288816,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"116","Pastreoides51790","GO:0008333",0.000966576064220081,0.392859964934598,0.0430716169155113,0.772889731791401,0.516617707445107,0.987097144666892,0.93386563288816,0.0377525996862966,0.995347337201091,3,7,"endosome to lysosome transport","BP","transport","P","Adult"
"117","Pastreoides51790","GO:0006886",0.000966576064220081,0.392859964934598,0.0430716169155113,0.772889731791401,0.516617707445107,0.987097144666892,0.93386563288816,0.0152752972899906,0.995157916498627,9,35,"intracellular protein transport","BP","transport","P","Adult"
"118","Pastreoides54268","GO:0006260",2.59471996729472e-16,0.019486324949037,2.98503682323303e-35,7.58154219010325e-11,0.120704444947586,0.0705357516621794,1,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"119","Pastreoides54268","GO:0006260",2.59471996729472e-16,0.019486324949037,2.98503682323303e-35,7.58154219010325e-11,0.120704444947586,0.0705357516621794,1,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"120","Pastreoides54268","GO:0006260",2.59471996729472e-16,0.019486324949037,2.98503682323303e-35,7.58154219010325e-11,0.120704444947586,0.0705357516621794,1,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"121","Pastreoides54274","GO:0044260",0.127505923781646,0.984503566575565,1.06708978923292e-08,0.00279783849630979,0.730468132917117,0.862398486177624,0.578492777657589,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"122","Pastreoides54274","GO:0006260",0.127505923781646,0.984503566575565,1.06708978923292e-08,0.00279783849630979,0.730468132917117,0.862398486177624,0.578492777657589,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"123","Pastreoides54274","GO:0044260",0.127505923781646,0.984503566575565,1.06708978923292e-08,0.00279783849630979,0.730468132917117,0.862398486177624,0.578492777657589,0.00521028080774972,0.999128796092768,6,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Larvae"
"124","Pastreoides54274","GO:0006260",0.127505923781646,0.984503566575565,1.06708978923292e-08,0.00279783849630979,0.730468132917117,0.862398486177624,0.578492777657589,1.02577111234958e-05,0.999998433363899,13,31,"DNA replication","BP","DNA metabolism","P","Larvae"
"125","Pastreoides55938","GO:0015074",6.54216521986862e-17,0.987690165987523,1.54476820492843e-21,8.5970353216995e-11,0.27856842400753,0.612477033040269,0.588831770372517,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"126","Pastreoides55938","GO:0015074",6.54216521986862e-17,0.987690165987523,1.54476820492843e-21,8.5970353216995e-11,0.27856842400753,0.612477033040269,0.588831770372517,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"127","Pastreoides56900","GO:0048570",0.0291323187369873,0.00273089730512618,1.32155762621576e-78,3.97499431542522e-10,0.00208806202113015,0.97424151152238,0.944882199510928,0.0390743541081544,0.998324560900588,2,3,"notochord morphogenesis","BP","developmental processes","P","Larvae"
"128","Pastreoides58239","GO:0030036",0.923952255811531,0.740924806991654,0.000974243554990112,0.988980996238018,0.853799131518773,0.980774120059778,0.543193253582046,0.0215271045371574,0.994808687333795,6,19,"actin cytoskeleton organization","BP","cell organization and biogenesis","P","Adult"
"129","Pastreoides60210","GO:0015074",8.87944446781549e-08,5.74521558143387e-27,1.17336689285059e-11,1.84903771031263e-09,0.989967151080204,0.0303808566851875,0.621818274717247,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"130","Pastreoides60210","GO:0015074",8.87944446781549e-08,5.74521558143387e-27,1.17336689285059e-11,1.84903771031263e-09,0.989967151080204,0.0303808566851875,0.621818274717247,0.000380454439989532,0.999938485461057,9,23,"DNA integration","BP","DNA metabolism","P","Larvae"
"131","Pastreoides64571","GO:0009060",0.568262208536526,1.19897348495199e-07,7.10833380695181e-23,0.637242207496466,4.52892819802422e-07,2.58995125738985e-06,0.745311989658753,0.00437269272142348,0.999874973019261,3,4,"aerobic respiration","BP","other metabolic processes","P","Larvae"
"132","Pastreoides64572","GO:0009060",0.352835916720713,1.02196183681488e-09,1.75062424569431e-11,0.398028730356827,0.910278183692867,0.000805599403707334,0.590331350639897,0.00437269272142348,0.999874973019261,3,4,"aerobic respiration","BP","other metabolic processes","P","Larvae"
"133","Pastreoides64576","GO:0009060",0.954443013277195,1.46193194278182e-48,4.63836749996451e-111,0.00102974063675423,0.193537067424113,2.46494544644306e-38,4.67843901401803e-11,0.00437269272142348,0.999874973019261,3,4,"aerobic respiration","BP","other metabolic processes","P","Larvae"
